Data;Cidade;Localidade;Tipo de Ação;Pauta;Tratativa;Origem;Área Temática;MicroCategoria;Público Alvo;Status;"Data do Atendimento
(se atendida)"
08/01/2024;Brumadinho;Varjão;Atendimento individual virtual ou por telefone ;Contato realizado pelo Sr. D. R. no qual solicita manutenção de Via. Relata que foi realizada a recuperação da estrada para passagem de tubulação de nova adutora, tal recuperação impossibilita o escoamento de água. Relata que no período de chuva fica impossível o trajeto, pois o limite da água acaba chegando no nível do motor do veículo. ENDEREÇO: Avenida Presidente Vargas, Próximo ao Clube Aurora. ;"Foi realizada uma visita no local para verificar as demandas apresentadas pelos representantes da comunidade. Foi verificado que tais intervenções da adutora, conforme mencionado no protocolo de solicitação, não ocorreram na via e as áreas afetadas por alagamentos são trechos topográficos e naturalmente mais baixos; dessa forma, tais obras não tiveram impacto direto na via em questão.";Solicitação Comunidade ;Obras;Impacto de obras da Adutora COPASA;Comunidade em Geral;Respondida;Respondida
27/02/2024;Brumadinho;Tejuco;Atendimento individual presencial ;"Visita ao superficiário"" R. A. V."", que nos solicita regularização de sua terra, uma vez que a Vale comprou terras vizinhas e está com a marcação errada 
";Foi realizada a visita ao superficário com a equipe de Meio Biótico, recolhida a documentação necessária e a soliictação está em análise.;Solicitação Comunidade ;Outros;Regularização fundiária;Comunidade em Geral;Em análise;Em análise
11/04/2024;Brumadinho;Parque Da Cachoeira;Atendimento individual presencial ;Diálgo com moradora referente a ação de limpeza nos ativos Vale vizinhos à sua residência. ;Informado à moradora que será realizada limpeza nos ativos Vale vizinhos ao imóvel dela, conforme solicitado.;Solicitação Comunidade ;Ativos imobiliários;Ativos imobiliários - reparos;Comunidade em Geral;Atendida;11/04/2024
20/04/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Reclamações sobre odor advindo de local de empresa terceira;Realizada visita e escuta com a moradora. Realizado contato com o gestor da empresa para busca de solução.;Solicitação Comunidade ;Atuação de Terceirizadas;Impacto de odor, ruído, tráfego ou vibração;Comunidade em Geral;Atendida;20/04/2024
23/01/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;solicitação de informação sobre retirada de material fétido de imóvel de terceira;Situação esclarecida com informe sobre retirada;Demanda de Órgão Público;Atuação de Terceirizadas;Impacto de odor, ruído, tráfego ou vibração;Comunidade em Geral;Atendida;Atendida
07/05/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Solicitação de interface com terceira da Vale (BRG).;Moradora solicita a equipe de RCs do território para realizar intervenção com equipe da BRG, para modificar o ponto de embarque do seu filho que foi recem contratado pela empresa. Situação solucionada.;Solicitação Comunidade ;Atuação de Terceirizadas;Outros;Comunidade em Geral;Atendida;07/05/2024
02/01/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;O líder informal Evandro França solicitou que enviássemos o informativo sobre abertura de manifestação no 0800. Informativo enviado no dia 02 de janeiro de 2024.; Informativo enviado no dia 02 de janeiro de 2024.;Solicitação Comunidade ;Outros;Outros;Comunidade em Geral;Atendida;Atendida
05/04/2024;Esmeraldas;Padre João;Atendimento individual presencial ;Solicita o número da central de atendimento da Vale para abertura de protocolo. ;Contato informado.;Solicitação Comunidade ;Outros;Outros;Comunidade em Geral;Respondida;05/04/2024
12/07/2024;Brumadinho;Coronel Eurico;Atendimento individual virtual ou por telefone ;A Associação de moradores de Coronel Eurico nos enviou um ofício SEQ12230 | Humanitário | Ofício - # nº 01/2024 -  solicitando 10 latas de tintas.  ;A solicitação foi negada, devido não estar previsto no AJRI. ;Solicitação Comunidade ;Outros;Outros;Comunidade em Geral;Negada;
15/01/2025;Brumadinho;Sede;Atendimento individual virtual ou por telefone ;Solicitação de assistência funerária - familiar de vítima do rompimento;Os familiares da vítima fatal Sr. P. N. fizeram contato com a equipe de RCs para relatar algumas dificuldades no processo de prestação de assistência funerária pela Vale, informando o desejo de apresentarem alternativas de fornecedor que possa atender à família. A família foi acolhida presencialmente, sendo oferecidas possibilidades do atendimento para o terceiro sepultamento, conforme terceira identificação do ente junto ao IML.;Solicitação Comunidade ;Outros;Assistência funerária;Comunidade em Geral;Atendida;15/01/2025
17/01/2025;Brumadinho;Parque Da Cachoeira;Atendimento individual virtual ou por telefone ;Solicitação de poda de árvores;Realizada tratativa com equipe de poda e roçada que realizou a ação.;Solicitação Comunidade ;Outros;Poda de vegetação;Comunidade em Geral;Atendida;25/01/2025
23/01/2025;Brumadinho;Parque Da Cachoeira;Atendimento individual virtual ou por telefone ;Solicitação de informações sobre equipamento instalado na área do PSF;Tratativa com a morador para explicar a origem e função do equipamento.;Solicitação Comunidade ;Outros;Outros;Comunidade em Geral;Respondida;23/01/2025
14/03/2025;Pará De Minas;Sede;Atendimento individual virtual ou por telefone ;Solicita informações sobre a Lei Federal de Incentivo ao Esporte, pois obteve aprovação do projeto junto ao Ministérios dos Esportes e está apto a receber recursos.;Foi informado que deve aguardar abertura do Edital pela Fundação Vale, a previsão é que ocorra no segundo semestre entre agosto/setembro, e que será divulgado nos nossos canais de comunicação. ;Solicitação Comunidade ;Outros;Outros;Lideranças;Respondida;14/03/2025
18/03/2025;Esmeraldas;Vinhático;Atendimento individual presencial ; Solicita esclarecimentos sobre a resposta do protocolo 20250213104013284, referente a solicitação de reparo da ponte da propriedade devido o trânsito de veículos pesados da Vale no local. ;Realizamos devolutiva presencial com a presença da área técnica, conforme solicitado pela proprietária, e informamos que os danos na ponte foram decorrentes das últimas enchentes na localidade. ;Solicitação Comunidade ;Outros;Obras - estradas e vias;Comunidade em Geral;Respondida;18/03/2025
29/01/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Reclamação sobre odor que vem de um local de atuação de uma terceira da Vale;Buscando encaminhamentos para questão;Solicitação Comunidade ;Atuação de Terceirizadas;Impacto de odor, ruído, tráfego ou vibração;Comunidade em Geral;Em análise;Em análise
19/02/2024;São Joaquim De Bicas;Recanto Das Flores;Atendimento individual virtual ou por telefone ;Morador vizinho da Chácara São Dimas reclama que os animais pertencentes aos  indigenas estão ficando soltos na rua e solicita que a Vale tome as providências acerca do caso.;RC D. R, enviou ao RC de PICT M. R a solciitação para orientar os indigenas sobre os cuidados com os animais soltos na via. Reforçou a necessidade de mante-los dentro da propriedade por questão de segurança.;Solicitação Comunidade ;Fauna e Flora;Impacto de realocação de indígenas;Comunidade em Geral;Atendida;Atendida
21/02/2024;Brumadinho;Ponte Das Almorreimas;Atendimento individual presencial ;Visita, das equipes técnicas de RC e PICT a morador para entendimento e acolhimento de demanda referente a realocação de indígenas para propriedade vizinha;Na visita foi tratado junto ao morador que a Vale, através do RC de PICT, fará a abordagem do Cacique na tentativa de minimizar incômodos gerados pela comunidade indígena que foi realocada para propriedade vizinha.;Solicitação Comunidade ;Fauna e Flora;Impacto de realocação de indígenas;Comunidade em Geral;Atendida;Atendida
01/02/2024;Brumadinho;Santo Antônio;Atendimento individual virtual ou por telefone ;Encaminhamento de registro de ponto de sondagem localizado na entrada da garagem do estabelecimento comercial na Rua Padre Eustáquio que, segundo a proprietária, inviabilizará o acesso veicular no estabelecimento.;Pleito prontamente acolhido e remanejado o ponto de sondagem para outra localidade, a fim de se evitar impactos no acesso ao local, conforme solicitação da proprietária.;Solicitação Comunidade ;Obras;Impacto no tráfego de pessoas e veículos;Comunidade em Geral;Respondida;Respondida
08/02/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Alinhamentos referente a mitigação de impacto na frente da propriedade do morador. ;Apresentação de possibilidades para mitigar os impactos ao morador. A obra foi concluída e o impacto cessou;Solicitação Comunidade ;Obras;Impacto no tráfego de pessoas e veículos;Comunidade em Geral;Respondida;Respondida
12/09/2024;Brumadinho;Pastorinhas;Atendimento individual virtual ou por telefone ;"Senhora L.M abriu demanda para saber como faz para que a comunidade tenha acesso a prestação de contas da verba que é repassada pela Vale para a Associação dos Moradores de Assentamento Pastorinhas. Relata que a associação não repassa esses informativos para os moradores da região.
";O RC entrou em contato com a moradora L M e informou que a Vale não faz doação de verba para a Associação. ;Solicitação Comunidade ;Outros;Outros;Comunidade em Geral;Atendida;
12/09/2024;Brumadinho;Pastorinhas;Atendimento individual virtual ou por telefone ;O Sr. E  abriu demanda para saber como faz para que a comunidade tenha acesso a prestação de contas da verba que é repassada pela Vale para a Associação dos Moradores de Assentamento Pastorinhas. ;O RC entrou em contato com a moradora Lais Madalena e informou que a Vale não faz doação de verba para a Associação.  Lais ficou de informar para o Edvânio e informa-lo.;Solicitação Comunidade ;Outros;Outros;Comunidade em Geral;Atendida;
14/03/2024;Paraopeba;Propriedade Rural;Atendimento individual presencial ;Avaliação para poço artesiano;Sr. A. solicita informações sobre andamento de avaliação de seu poço artesino. Em visita na propriedade foi informado ao produtor que os locais perfurados não deram vazão suficiente para atendimento da propriedade e por este motivo o abastecimento segue por caminhões pipa.;Solicitação Comunidade ;Atendimento Emergencial;Uso/qualidade da água;Comunidade em Geral;Respondida;18/04/2024
27/03/2024;Pequi;Propriedade Rural;Atendimento individual virtual ou por telefone ;Funcionamento de poço artesiano;Sr. I. pede informações sobre operacionalização de seu poço artesiano e previsão de funcionamento. Foi informado para sr. I. que  o painel e bomba que estavam queimados já foram trocados. No entanto, o poço ficou parado por algum tempo e por este motivo precisamos garantir como está a qualidade de sua água, onde faremos, amanhã, uma coleta de água. O resultado saia em média entre 15 e 20 dias e estando tudo ok o poço será liberado na sequência.;Solicitação Comunidade ;Atendimento Emergencial;Uso/qualidade da água;Comunidade em Geral;Respondida;16/05/2024
05/04/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;Solicitado no último diálogo com a comunidade que a Vale disponibilizasse os laudos da qualidade da água dos caminhões – pipas que abastecem os reservatórios em Tejuco;Conforme prometido no último diálogo com a comunidade, mensalmente estamos enviando os laudos da qualidade da água dos caminhões – pipas que abastecem os reservatórios em Tejuco;Solicitação Comunidade ;Atendimento Emergencial;Uso/qualidade da água;Comunidade em Geral;Atendida;05/04/2024
07/05/2024;Fortuna De Minas;Beira Córrego;Atendimento individual presencial ;Inspeção em Sistema de Tratamento;Realizado acompanhamento de inspeção realizado pela SES.;Demanda de Órgão Público;Atendimento Emergencial;Uso/qualidade da água;Comunidade em Geral;Atendida;07/05/2024
